ФИО клиента,Дата рождения,Номер счета,Баланс счета,Валюта,идентификатор транзакции,Тип операции,сумма,Дата транзакции
Евсеева Пелагея Ниловна,16.01.1983,17181867165363196714,"49371,6",RUB,TXN-000864,пополнение,"6182,27",23.05.2024
Денис Димитриевич Лазарев,01.02.1983,27237050073096440958,"354800,27",RUB,TXN-000865,пополнение,"49911,3",01.06.2025
Дарья Ивановна Дроздова,24.03.1963,49464754810726975986,493190,USD,TXN-000866,пополнение,"1823,94",05.11.2024
Исаев Стоян Васильевич,13.05.1936,45877700748187830041,"571155,5",RUB,TXN-000867,пополнение,"10555,78",07.08.2025
Леонтий Эдгарович Константинов,07.07.1958,93130175159868466260,"290401,19",USD,TXN-000868,списание,"4959,55",30.04.2025
Лазарев Терентий Чеславович,05.07.1989,69013341301099336988,"159527,95",RUB,TXN-000869,пополнение,"8652,78",27.12.2024
Зиновьева Юлия Даниловна,29.12.2003,79848126655195321041,"614184,41",RUB,TXN-000870,пополнение,"2950,92",10.08.2025
Беляков Карл Августович,27.03.2007,06944086785451326845,"433117,77",RUB,TXN-000871,списание,"45696,87",10.08.2025
Анастасия Натановна Федотова,26.06.1988,21981178628248260336,"185415,03",RUB,TXN-000872,списание,"7600,5",07.08.2025
Милица Альбертовна Федорова,30.12.1952,42527838626025362085,"15997,82",RUB,TXN-000873,списание,"7153,74",06.07.2023
Денис Димитриевич Лазарев,01.02.1983,80742668620727740969,"472179,31",RUB,TXN-000874,пополнение,"1645,43",07.08.2025
Лазарев Терентий Чеславович,05.07.1989,51783472429226669744,"382528,49",EUR,TXN-000875,пополнение,"4679,72",12.06.2025
Назаров Эмиль Димитриевич,01.04.1939,10726008725230400965,"326858,58",RUB,TXN-000876,списание,"31888,67",20.07.2025
Лазарев Терентий Чеславович,05.07.1989,51783472429226669744,"382717,59",EUR,TXN-000877,пополнение,"189,1",27.07.2025
Аверкий Елизарович Самойлов,07.03.2007,21506696903684169065,"291742,17",RUB,TXN-000878,пополнение,"46094,16",16.06.2025
Светлана Валериевна Терентьева,03.12.1993,22067139670352498247,"448377,5",RUB,TXN-000879,списание,"35488,12",09.08.2025
Денис Димитриевич Лазарев,01.02.1983,27237050073096440958,"392513,92",RUB,TXN-000880,пополнение,"37713,65",19.06.2025
Попова Варвара Наумовна,28.08.1950,57830093612040700115,"24609,5",USD,TXN-000881,пополнение,"2419,22",03.07.2025
Евсеев Арефий Адамович,21.11.1948,69273345637500895976,"111643,36",RUB,TXN-000882,списание,"22717,76",30.05.2025
Федор Григорьевич Терентьев,23.03.1941,22610886629168035696,"379805,36",RUB,TXN-000883,списание,"32773,31",17.01.2025
Елисеев Архип Юльевич,28.01.1995,05378399503607954981,"76402,41",RUB,TXN-000884,пополнение,"15810,57",26.12.2024
Леонтий Вячеславович Морозов,21.09.1950,77651645977260069869,"243074,01",RUB,TXN-000885,пополнение,"10555,01",07.08.2025
Нифонт Давидович Абрамов,14.06.1936,63870045289536785574,"229331,95",RUB,TXN-000886,пополнение,"35294,8",10.08.2025
Юдин Ратмир Ефстафьевич,04.07.1935,50151944555192570015,"63504,13",RUB,TXN-000887,списание,"34395,42",04.07.2025
Сорокина Алевтина Вениаминовна,08.09.1981,49619732971229051015,"295590,64",RUB,TXN-000888,списание,"5187,43",23.04.2025
Прохорова Александра Николаевна,25.10.1972,39214296507148718495,"145300,77",RUB,TXN-000889,пополнение,"37851,28",05.01.2025
Никонова Василиса Максимовна,07.11.2005,80926382426486138198,"52295,06",RUB,TXN-000890,пополнение,"2081,59",17.01.2025
Васильев Юрий Фомич,08.10.1942,77531184390625444002,"87646,43",RUB,TXN-000891,пополнение,"31870,98",16.07.2025
Аскольд Арсеньевич Воронов,01.06.1989,71765069680188553342,"64957,75",USD,TXN-000892,пополнение,"2013,69",05.08.2024
Клавдия Аркадьевна Бурова,27.11.1977,38502180887707926009,"421731,96",RUB,TXN-000893,пополнение,"30924,57",10.03.2025
Емельянова Елизавета Константиновна,04.07.1985,50768210241236287300,"475071,16",RUB,TXN-000894,списание,"10389,23",07.08.2025
Прохорова Александра Николаевна,25.10.1972,39214296507148718495,"105213,3",RUB,TXN-000895,списание,"40087,47",12.06.2025
Зиновьева Валерия Юльевна,02.06.1937,04985001820465044524,"306525,77",EUR,TXN-000896,пополнение,"3728,27",10.08.2025
Ксения Дмитриевна Шубина,15.12.1940,06991809580338445008,77835,RUB,TXN-000897,списание,"11458,86",07.07.2025
Анжелика Владиславовна Стрелкова,27.03.2006,10100803956156991196,"274372,27",RUB,TXN-000898,списание,"17738,53",01.09.2024
Игнатьева Ксения Болеславовна,25.08.1969,16048661727296135848,"449728,07",RUB,TXN-000899,пополнение,"5553,04",21.07.2025
Волкова Марфа Богдановна,17.10.1963,12126097999128639417,"438656,43",RUB,TXN-000900,пополнение,"13641,93",04.08.2025
Пелагея Аркадьевна Стрелкова,06.03.1935,92236380761708816926,"341281,91",RUB,TXN-000901,пополнение,"2732,56",08.08.2025
Мартьян Фёдорович Кудряшов,11.09.1969,68743646009211691315,"449342,55",RUB,TXN-000902,списание,"44404,18",20.07.2025
Иванна Егоровна Федорова,06.08.1990,73737822192244195450,"305892,57",RUB,TXN-000903,пополнение,"35405,39",26.05.2025
Иванна Егоровна Федорова,06.08.1990,19726261952286496806,"57183,48",RUB,TXN-000904,пополнение,"35578,3",28.12.2023
Милица Альбертовна Федорова,30.12.1952,92468136018969652921,"144865,56",RUB,TXN-000905,пополнение,"35323,53",27.07.2025
Пелагея Аркадьевна Стрелкова,06.03.1935,57328281115283030437,"468100,21",RUB,TXN-000906,пополнение,"38712,66",12.07.2025
Флорентин Филатович Суворов,02.04.2005,72132021758792464740,"417122,38",RUB,TXN-000907,пополнение,"24084,34",26.07.2025
Крылов Ратмир Фёдорович,22.01.1994,15635637806894195611,"235841,89",RUB,TXN-000908,пополнение,"12930,21",25.02.2024
Денис Димитриевич Лазарев,01.02.1983,17168076555810597290,"289609,18",RUB,TXN-000909,пополнение,"46908,89",04.08.2025
Пелагея Наумовна Лебедева,02.09.1939,83359995081483265724,"53541,97",RUB,TXN-000910,пополнение,"11980,45",09.08.2025
Борисов Андрон Чеславович,02.04.2001,33072611652895995039,"476945,29",RUB,TXN-000911,пополнение,"28576,16",30.05.2025
Сидоров Фока Архипович,14.05.1990,31135692295217402973,"490544,02",RUB,TXN-000912,пополнение,"36662,9",23.06.2025
Филатов Ферапонт Трофимович,08.03.1990,67582935742538236635,"443461,08",RUB,TXN-000913,пополнение,"14196,69",01.08.2025
Сафонова Варвара Харитоновна,06.02.1983,42471587776751170553,"430651,02",RUB,TXN-000914,пополнение,"29301,22",04.08.2025
Евсеев Арефий Адамович,21.11.1948,71986601332671321535,"19610,39",RUB,TXN-000915,списание,"12494,23",10.08.2025
Федор Григорьевич Терентьев,23.03.1941,40092927801913168659,"75065,59",RUB,TXN-000916,списание,"44658,93",02.08.2025
Назаров Эмиль Димитриевич,01.04.1939,14560637358437832741,"55871,96",RUB,TXN-000917,пополнение,"47535,26",28.07.2025
Анастасия Натановна Федотова,26.06.1988,21981178628248260336,"173852,88",RUB,TXN-000918,списание,"11562,15",09.08.2025
Алевтина Вячеславовна Орлова,01.07.1964,17611854958699831738,"250668,16",RUB,TXN-000919,списание,"22221,68",02.05.2025
Костин Митофан Эдуардович,25.10.1976,51513672817730018115,"322145,61",RUB,TXN-000920,пополнение,"6811,06",20.07.2025
Лукин Вениамин Антипович,09.08.2007,59030314989272537570,"534828,93",RUB,TXN-000921,пополнение,"9633,49",10.08.2025
Костин Митофан Эдуардович,25.10.1976,51513672817730018115,"334599,08",RUB,TXN-000922,пополнение,"12453,47",31.07.2025
Милица Альбертовна Федорова,30.12.1952,42527838626025362085,"2183,42",RUB,TXN-000923,списание,"13814,4",09.10.2024
Зиновьева Юлия Даниловна,29.12.2003,75482938576120860233,"381102,93",USD,TXN-000924,пополнение,"1000,73",15.05.2025
Шашкова Анжелика Николаевна,20.01.1958,85345273799296837262,"229516,02",RUB,TXN-000925,списание,"38543,55",06.08.2025
Мартынов Никифор Ефимович,01.09.2005,45284704203460218959,"555257,84",RUB,TXN-000926,пополнение,"39345,5",03.03.2025
Синклитикия Кузьминична Бирюкова,05.02.1979,55262793036358046035,"437726,47",RUB,TXN-000927,пополнение,"20471,05",10.08.2025
Милий Елисеевич Блохин,19.04.1935,40349946304699543139,"297597,34",RUB,TXN-000928,списание,"15706,76",04.07.2025
Ольга Ильинична Гаврилова,12.11.1995,49978494142694702284,"313395,71",USD,TXN-000929,пополнение,"3148,24",10.08.2025
Мишина Ирина Николаевна,24.04.2004,24615525994187278221,"371401,71",RUB,TXN-000930,списание,"1538,93",10.08.2025
Лазарева Клавдия Никифоровна,17.07.2002,37543708073842883371,"238447,93",RUB,TXN-000931,списание,43381,07.08.2025
Конон Эдуардович Егоров,06.04.1956,59893792274290284916,"578306,13",RUB,TXN-000932,пополнение,"48548,15",10.08.2025
Нифонт Давидович Абрамов,14.06.1936,51557678529204388493,"130448,62",RUB,TXN-000933,списание,"6763,8",24.03.2025
Костин Митофан Эдуардович,25.10.1976,56689401348024232307,"229852,42",RUB,TXN-000934,списание,"26995,15",18.02.2025
Емельянова Елизавета Константиновна,04.07.1985,50768210241236287300,"454238,04",RUB,TXN-000935,списание,"20833,12",07.08.2025
Милен Харитонович Ермаков,24.04.1937,63373542918980927544,"328452,21",EUR,TXN-000936,пополнение,"1875,95",09.08.2025
Ольга Ильинична Гаврилова,12.11.1995,80143986560071986500,"346107,49",RUB,TXN-000937,списание,"5810,46",06.05.2025
Сафонова Варвара Харитоновна,06.02.1983,92202342542557103692,"476572,14",USD,TXN-000938,пополнение,"1268,74",30.07.2025
Беляков Карл Августович,27.03.2007,12286798530761746347,"544841,56",RUB,TXN-000939,пополнение,"47156,73",10.08.2025
Элеонора Георгиевна Беляева,08.10.1991,00229790112501046790,139549,RUB,TXN-000940,пополнение,"35629,2",15.09.2024
Анжелика Владиславовна Стрелкова,27.03.2006,07411580587527808553,"220001,55",RUB,TXN-000941,пополнение,"39186,18",07.08.2025
Лазарева Светлана Викторовна,13.06.1946,25862218248712175587,"513717,87",RUB,TXN-000942,пополнение,"24621,22",05.06.2025
Светлана Валериевна Терентьева,03.12.1993,22067139670352498247,"443724,04",RUB,TXN-000943,списание,"4653,46",10.08.2025
Николаева Фаина Дмитриевна,27.05.1988,50243294730672516755,"355584,68",RUB,TXN-000944,пополнение,"34308,38",02.07.2025
Красильников Гостомысл Фадеевич,20.03.1983,43528420951208717804,"83222,3",USD,TXN-000945,пополнение,"1002,47",08.08.2025
Людмила Болеславовна Беспалова,22.03.1972,81847152947904231821,"453770,2",RUB,TXN-000946,пополнение,"14478,79",24.02.2025
Попова Варвара Наумовна,28.08.1950,57830093612040700115,"25288,76",USD,TXN-000947,пополнение,"679,26",09.08.2025
Селиверст Борисович Родионов,27.12.2006,97672345039464067637,"206732,1",RUB,TXN-000948,списание,"14806,27",08.08.2025
Элеонора Альбертовна Якушева,13.06.1942,94568546041364512615,"121153,73",USD,TXN-000949,пополнение,"4979,05",07.08.2025
Петухова Ульяна Вениаминовна,19.01.1958,46293989901421092000,"259165,62",RUB,TXN-000950,пополнение,"12125,71",20.07.2025
Костин Митофан Эдуардович,25.10.1976,56689401348024232307,"246434,77",RUB,TXN-000951,пополнение,"16582,35",30.05.2025
Рожкова Виктория Евгеньевна,17.04.1951,01421333326843114699,"130625,8",RUB,TXN-000952,списание,"19810,01",10.08.2025
Назаров Эмиль Димитриевич,01.04.1939,10726008725230400965,"338472,22",RUB,TXN-000953,пополнение,"11613,64",03.08.2025
Клавдия Аркадьевна Бурова,27.11.1977,38502180887707926009,"436282,14",RUB,TXN-000954,пополнение,"14550,18",29.06.2025
Савельев Фока Елизарович,22.09.1958,21249589365197667007,"83422,84",RUB,TXN-000955,пополнение,"34211,26",06.04.2025
Иванна Егоровна Федорова,06.08.1990,19726261952286496806,"51548,56",RUB,TXN-000956,списание,"5634,92",15.02.2024
Конон Эдуардович Егоров,06.04.1956,27515642335903939083,"373774,58",RUB,TXN-000957,пополнение,"12828,85",02.10.2023
Никонова Василиса Максимовна,07.11.2005,74692674377254175140,"181220,75",RUB,TXN-000958,пополнение,"15340,13",13.05.2025
Исаев Стоян Васильевич,13.05.1936,45877700748187830041,"522104,28",RUB,TXN-000959,списание,"49051,22",10.08.2025
Евсеева Пелагея Ниловна,16.01.1983,54510669911097707830,"328638,89",RUB,TXN-000960,пополнение,"27934,73",07.09.2024
Михайлов Болеслав Федосеевич,08.11.1943,82951144616457936591,"175742,12",RUB,TXN-000961,пополнение,"34463,39",07.08.2025
Олег Изотович Калашников,13.03.1942,80983865481182787303,"160720,18",RUB,TXN-000962,пополнение,"36696,75",01.04.2024
Калинин Мина Яковлевич,09.06.1994,96072124796667035810,"461313,05",RUB,TXN-000963,списание,"8239,42",08.08.2025
Иванна Егоровна Федорова,06.08.1990,19726261952286496806,"60044,76",RUB,TXN-000964,пополнение,"8496,2",02.12.2024
Иларион Тимурович Гордеев,16.11.1959,27053068335256992621,"287712,86",RUB,TXN-000965,пополнение,"6377,54",01.08.2025
Суханова Евпраксия Львовна,20.07.1945,89897989770943172369,"412898,83",USD,TXN-000966,пополнение,"32,48",27.07.2025
Елисеев Архип Юльевич,28.01.1995,05378399503607954981,"92682,53",RUB,TXN-000967,пополнение,"16280,12",17.02.2025
Ильин Симон Давыдович,17.03.1992,50684432847849818355,"348007,39",RUB,TXN-000968,пополнение,"27446,27",04.12.2024
Калинин Мина Яковлевич,09.06.1994,16291612630487898634,"377454,45",RUB,TXN-000969,списание,"5177,55",22.07.2025
Суханова Евпраксия Львовна,20.07.1945,89897989770943172369,"416452,59",USD,TXN-000970,пополнение,"3553,76",02.08.2025
Ольга Ильинична Гаврилова,12.11.1995,10944158191265775922,"490767,16",RUB,TXN-000971,пополнение,"36547,65",08.08.2025
Николаева Фаина Дмитриевна,27.05.1988,50243294730672516755,"373644,39",RUB,TXN-000972,пополнение,"18059,71",26.07.2025
Назаров Эмиль Димитриевич,01.04.1939,10726008725230400965,"384141,2",RUB,TXN-000973,пополнение,"45668,98",08.08.2025
Зыкова Алина Алексеевна,09.10.1952,26906400082498587708,"431785,09",RUB,TXN-000974,списание,40170,11.07.2025
Петр Фадеевич Петров,17.02.2005,99707859455831819817,"171648,62",RUB,TXN-000975,пополнение,"31174,79",10.08.2025
Зиновьева Юлия Даниловна,29.12.2003,79848126655195321041,"623299,48",RUB,TXN-000976,пополнение,"9115,07",10.08.2025
Субботин Флорентин Эдгардович,12.06.1990,53448015462291290446,"284347,43",EUR,TXN-000977,пополнение,"3969,75",09.08.2025
Александров Вячеслав Давыдович,07.10.2000,25124009860727406455,"548878,03",RUB,TXN-000978,пополнение,"23853,43",19.07.2025
Мишина Ирина Николаевна,24.04.2004,66203840477480321768,"361925,27",USD,TXN-000979,пополнение,"4086,22",01.08.2025
Ермил Иларионович Борисов,29.08.1945,29225060497343371028,"222978,52",EUR,TXN-000980,пополнение,"1831,82",23.07.2024
Юлия Афанасьевна Киселева,05.04.1935,06182772313812340696,"284122,01",RUB,TXN-000981,пополнение,"17189,51",29.11.2024
Конон Эдуардович Егоров,06.04.1956,92770917077135877681,"99777,71",EUR,TXN-000982,пополнение,"2948,79",10.08.2025
Константинова Синклитикия Геннадьевна,15.02.1936,68493786643909960048,"30362,09",RUB,TXN-000983,пополнение,"1779,12",04.02.2025
Фёкла Ефимовна Шарапова,28.12.1982,48579726695618990022,"113478,14",RUB,TXN-000984,пополнение,"1419,7",06.05.2025
Федор Григорьевич Терентьев,23.03.1941,40092927801913168659,"111239,83",RUB,TXN-000985,пополнение,"36174,24",09.08.2025
Субботин Флорентин Эдгардович,12.06.1990,59215494949426531803,"127430,77",RUB,TXN-000986,пополнение,"42380,11",10.08.2025
Конон Эдуардович Егоров,06.04.1956,59893792274290284916,"544659,42",RUB,TXN-000987,списание,"33646,71",10.08.2025
Костин Митофан Эдуардович,25.10.1976,85751048734452419009,"42295,76",RUB,TXN-000988,пополнение,"21904,05",11.07.2025
Зуева Виктория Кузьминична,14.04.1972,60029331023279016372,"382884,23",RUB,TXN-000989,пополнение,"9549,11",10.08.2025
Костин Митофан Эдуардович,25.10.1976,56689401348024232307,"204908,16",RUB,TXN-000990,списание,"41526,61",09.06.2025
Савина Дарья Феликсовна,04.10.1981,01594841938006291821,"228985,73",RUB,TXN-000991,пополнение,"10467,75",10.08.2025
Фаина Робертовна Елисеева,21.03.1985,39752945457649538306,"630750,59",RUB,TXN-000992,пополнение,"35462,97",18.07.2025
Ксения Ждановна Ларионова,04.08.1939,91406038035570606272,"155751,1",RUB,TXN-000993,пополнение,"29351,79",20.05.2025
Кондратьева Фаина Матвеевна,11.10.1999,48069638436328706877,"127903,52",RUB,TXN-000994,пополнение,"16953,63",14.09.2024
Костина Феврония Кузьминична,09.08.1985,93357745387990187270,"194884,41",USD,TXN-000995,пополнение,2389,22.02.2025
Парамон Фадеевич Прохоров,24.07.2001,86207568409642800025,"111767,01",RUB,TXN-000996,пополнение,"43026,64",08.08.2025
Лазарева Клавдия Никифоровна,17.07.2002,30877956582229283686,"293340,76",RUB,TXN-000997,списание,"19132,63",20.01.2025
Ия Аркадьевна Одинцова,21.05.1977,58630144757125925516,"147687,79",RUB,TXN-000998,списание,"42902,5",27.07.2025
Овчинников Филипп Чеславович,15.07.1998,79911451469976784493,"437286,95",RUB,TXN-000999,пополнение,"22117,36",01.02.2025
Анастасия Натановна Федотова,26.06.1988,53228584174138331516,"168342,34",RUB,TXN-001000,пополнение,"33658,87",05.07.2025
